ZIP Code,Ward,Police District,Latitude,Longitude
60611,42,18,41.89479837,-87.61586665
60609,3,9,41.80881504,-87.64568295
60618,33,17,41.95381203,-87.7077171
60614,43,18,41.92429206,-87.63951892
60622,1,14,41.90665738,-87.67187112
60606,2,1,41.87949547,-87.63382966
60611,42,18,41.89479837,-87.61586665
60618,47,19,41.95393808,-87.68609929
60609,12,9,41.80804133,-87.68456051
60602,42,1,41.88275463,-87.62453528
60660,48,24,41.99304518,-87.66021355
60618,47,19,41.94296486,-87.68832147
60616,4,2,41.8326245,-87.6168411
60647,1,14,41.91766694,-87.68853418
60654,42,18,41.89645506,-87.63634743
60611,42,18,41.89479837,-87.61586665
60610,42,18,41.90401478,-87.63013572
60659,40,20,41.99029969,-87.70513321
60620,21,22,41.72194754,-87.64337198
60641,39,17,41.95353736,-87.72769519
60606,2,1,41.88183547,-87.63389739
60651,26,11,41.90156597,-87.70689641
60625,40,20,41.97576,-87.69249406
60619,6,6,41.7580961,-87.62420813
60644,28,15,41.8804685,-87.756134
60618,47,19,41.95393808,-87.68609929
60623,22,10,41.84414469,-87.72477825
60656,41,16,41.97538461,-87.80694898
60632,14,8,41.81369495,-87.70465802
60657,44,19,41.93769388,-87.64934142
60601,42,1,41.8868758,-87.62468519
60651,29,15,41.90196538,-87.770276
60615,4,2,41.80299057,-87.60657241
60634,38,16,41.94567363,-87.77547129
60628,9,5,41.69322382,-87.62118667
60637,20,3,41.77929761,-87.61574988
60638,23,8,41.79205648,-87.80105899
60634,38,16,41.94567363,-87.77547129
60621,16,7,41.77990486,-87.64185815
60630,39,17,41.96824084,-87.73813186
60606,2,1,41.88183547,-87.63389739
60644,28,15,41.8804685,-87.756134
60638,23,8,41.77795816,-87.7722942
60653,3,2,41.83070169,-87.62339535
60639,30,25,41.9169782,-87.73260544
60630,39,17,41.96834599,-87.72851802
60631,41,16,42.01152314,-87.81842224
60636,18,8,41.76433012,-87.68308688
60631,41,16,41.98466614,-87.82315865
60647,1,14,41.91929371,-87.68761394
60628,9,5,41.68913818,-87.62086262
60620,21,6,41.75038047,-87.65429993
60612,2,13,41.8812841,-87.68562042
60649,8,4,41.75150394,-87.57532855
60616,25,9,41.8529915,-87.63554385
60643,19,22,41.72108279,-87.66418596
60624,28,11,41.8807907,-87.72942329
60621,16,7,41.77990486,-87.64185815
60641,31,25,41.93872475,-87.74624148
60631,41,16,41.98466614,-87.82315865
60628,9,5,41.69254319,-87.61813446
60659,40,20,41.99029969,-87.70513321
60628,34,22,41.6923314,-87.6354432
60657,44,19,41.93980098,-87.65416109
60617,7,4,41.72833654,-87.55286024
60647,35,14,41.92477742,-87.71169354
60609,11,9,41.830515,-87.67392407
60647,1,14,41.91766694,-87.68853418
60653,4,2,41.80978115,-87.59421281
60639,30,25,41.91071448,-87.72621042
60639,37,25,41.92003613,-87.76108432
60651,29,25,41.90897892,-87.76600935
60639,37,25,41.90974167,-87.74563748
60610,42,18,41.90003788,-87.62814585
60637,20,3,41.77929761,-87.61574988
60607,2,1,41.86714316,-87.63929317
60626,49,24,42.01632849,-87.67539827
60647,35,14,41.93160795,-87.69775578
60623,12,10,41.84446925,-87.70193021
60657,44,19,41.93769388,-87.64934142
60649,8,4,41.75150394,-87.57532855
60636,18,8,41.76433012,-87.68308688
60614,43,18,41.91120047,-87.63456506
60614,43,18,41.91120047,-87.63456506
60607,2,1,41.86714316,-87.63929317
60606,2,1,41.87813818,-87.637065
60620,21,6,41.75038047,-87.65429993
60657,44,19,41.93285982,-87.64473246
60617,10,4,41.69158354,-87.53513332
60647,35,14,41.92477742,-87.71169354
60657,44,19,41.93285982,-87.64473246
60629,15,8,41.77842134,-87.70297606
60611,42,18,41.89029965,-87.62425466
60643,19,22,41.72108279,-87.66418596
60651,29,25,41.90897892,-87.76600935
60638,23,8,41.79205648,-87.80105899
60644,28,15,41.8804685,-87.756134
60659,50,24,41.99349103,-87.68989167
60638,23,8,41.77795816,-87.7722942
60639,29,25,41.91860889,-87.76557448
60639,30,25,41.9240902,-87.76605353
60602,42,1,41.88310862,-87.62846686
60645,50,24,42.01801744,-87.69033737
60623,22,10,41.84414469,-87.72477825
60617,8,4,41.73703983,-87.58447691
60638,23,8,41.79867203,-87.74359878
60643,19,22,41.67798852,-87.68057984
60639,31,25,41.93152062,-87.75561299
60632,14,8,41.81369495,-87.70465802
60641,31,25,41.93872475,-87.74624148
60649,8,4,41.75150394,-87.57532855
60632,14,8,41.80777906,-87.72284695
60605,2,1,41.86752386,-87.62738386
60640,46,19,41.96526739,-87.65923798
60640,46,19,41.96805305,-87.64947456
60636,18,8,41.76433012,-87.68308688
60630,39,17,41.96834599,-87.72851802
60629,13,8,41.76458961,-87.7222396
60618,35,17,41.93937033,-87.71356602
60647,1,14,41.91041094,-87.68889915
60611,42,18,41.89114733,-87.61839727
60659,40,20,41.99029969,-87.70513321
60640,46,19,41.96805305,-87.64947456
60614,32,19,41.92528231,-87.66661708
60609,12,9,41.80804133,-87.68456051
60628,9,5,41.68913818,-87.62086262
60608,11,9,41.83977195,-87.64646751
60618,47,19,41.95393808,-87.68609929
60609,,,41.82483076,-87.68501528
60657,32,19,41.93956055,-87.67059269
60660,48,24,41.99304518,-87.66021355
60617,8,4,41.73703983,-87.58447691
60622,1,13,41.89615084,-87.66925048
60620,21,22,41.72194754,-87.64337198
60654,42,18,41.89645506,-87.63634743
60615,4,2,41.79529732,-87.58782256
60638,23,8,41.77795816,-87.7722942
60603,42,1,41.87956244,-87.6283392
60654,42,18,41.89645506,-87.63634743
60647,32,14,41.91060814,-87.67757728
60607,2,12,41.87870717,-87.66688983
60616,25,9,41.8529915,-87.63554385
60639,31,25,41.92411902,-87.74703214
60609,3,9,41.80881504,-87.64568295
60628,9,5,41.70718218,-87.62036149
60660,48,24,41.99304518,-87.66021355
60639,31,25,41.93152062,-87.75561299
60628,9,5,41.69322382,-87.62118667
60618,35,17,41.93937033,-87.71356602
60617,8,4,41.73703983,-87.58447691
60618,31,17,41.93953549,-87.72480654
60612,2,13,41.8812841,-87.68562042
60647,30,25,41.93191327,-87.72598057
60649,5,4,41.75739621,-87.58625101
60647,1,14,41.91041094,-87.68889915
60649,7,3,41.76546239,-87.56635593
60640,46,19,41.96536653,-87.65176024
60631,41,16,41.98298852,-87.7915383
60613,46,19,41.95438385,-87.65419529
60619,6,6,41.7375814,-87.60499623
60639,31,25,41.92411902,-87.74703214
60609,,,41.82483076,-87.68501528
60602,42,1,41.88310862,-87.62846686
60617,10,4,41.70262669,-87.53601472
60649,8,4,41.75150394,-87.57532855
60623,24,10,41.86408724,-87.72019666
60618,33,17,41.96064588,-87.70808151
60601,42,1,41.88452436,-87.62776455
60620,21,6,41.75038047,-87.65429993
60643,19,22,41.70626826,-87.68097506
60630,39,17,41.96834599,-87.72851802
60640,40,20,41.98108996,-87.66852633
60629,23,8,41.79327456,-87.72766409
60607,2,1,41.86714316,-87.63929317
60605,2,1,41.86752386,-87.62738386
60659,50,24,41.99737353,-87.70402724
60632,14,8,41.80777906,-87.72284695
60660,48,20,41.98956345,-87.66010699
60605,2,1,41.86752386,-87.62738386
60647,35,14,41.93160795,-87.69775578
60631,41,16,42.01152314,-87.81842224
60636,18,8,41.76433012,-87.68308688
60619,6,6,41.7375814,-87.60499623
60657,44,19,41.94166653,-87.65154559
60660,48,20,41.98425875,-87.66086972
60614,43,18,41.92429206,-87.63951892
60613,46,19,41.95438385,-87.65419529
60617,7,4,41.72236398,-87.57489877
60634,38,16,41.93865914,-87.76855864
60609,3,9,41.80881504,-87.64568295
60601,42,1,41.88549078,-87.63082227
60615,4,2,41.79529732,-87.58782256
60606,2,1,41.87813818,-87.637065
60656,41,16,41.97538461,-87.80694898
60657,44,19,41.93285982,-87.64473246
60628,9,5,41.69322382,-87.62118667
60615,4,2,41.80299057,-87.60657241
60651,29,25,41.90897892,-87.76600935
60621,16,7,41.77990486,-87.64185815
60619,6,6,41.7375814,-87.60499623
60707,36,25,41.92376935,-87.7876261
60622,1,13,41.89615084,-87.66925048
60618,31,17,41.93953549,-87.72480654
60608,25,10,41.8520837,-87.67465102
60655,19,22,41.69166492,-87.70175367
60636,18,8,41.76433012,-87.68308688
60606,2,1,41.88183547,-87.63389739
60611,42,18,41.89641068,-87.6241333
60634,36,25,41.93804223,-87.79609241
60637,20,3,41.77929761,-87.61574988
60639,29,25,41.90942609,-87.78349818
60634,36,25,41.93804223,-87.79609241
60656,41,16,41.97538461,-87.80694898
60649,5,3,41.76581642,-87.57614548
60639,30,25,41.9169782,-87.73260544
60644,28,15,41.8804685,-87.756134
60634,38,16,41.95997195,-87.76707886
60622,1,14,41.90665738,-87.67187112
60624,24,10,41.86623777,-87.71066213
60617,10,4,41.73001522,-87.54686597
60619,6,5,41.72177239,-87.61470316
60614,44,19,41.93284756,-87.64817036
60641,45,16,41.95467941,-87.74748532
60623,12,10,41.84446925,-87.70193021
60620,21,22,41.72194754,-87.64337198
60634,38,16,41.94567363,-87.77547129
60652,18,8,41.73874188,-87.69676781
60608,25,10,41.84111018,-87.68542554
60618,35,17,41.93937033,-87.71356602
60622,1,14,41.90665738,-87.67187112
60632,14,8,41.81369495,-87.70465802
60653,4,2,41.80978115,-87.59421281
60647,35,14,41.91751848,-87.70576778
60608,25,12,41.85760123,-87.66116376
60630,45,16,41.96800571,-87.75834697
60609,12,9,41.80804133,-87.68456051
60639,31,25,41.92411902,-87.74703214
60628,34,22,41.70080096,-87.64279017
60638,23,8,41.79867203,-87.74359878
60611,42,18,41.89641068,-87.6241333
60647,35,14,41.92477742,-87.71169354
60641,45,16,41.95467941,-87.74748532
60629,13,8,41.78604516,-87.72302643
60640,40,20,41.98108996,-87.66852633
60602,42,1,41.88310862,-87.62846686
60649,5,3,41.76581642,-87.57614548
60617,7,4,41.72236398,-87.57489877
60614,44,19,41.93284756,-87.64817036
60615,4,2,41.80299057,-87.60657241
60653,4,2,41.8178417,-87.60630226
60638,23,8,41.79205648,-87.80105899
60622,1,13,41.89615084,-87.66925048
60601,42,1,41.88452436,-87.62776455
60611,42,18,41.89479837,-87.61586665
60629,13,8,41.76458961,-87.7222396
60659,50,24,41.99349103,-87.68989167
60609,11,9,41.830515,-87.67392407
60624,24,10,41.86623777,-87.71066213
60606,2,1,41.87813818,-87.637065
60606,2,1,41.87813818,-87.637065
60614,44,19,41.93284756,-87.64817036
60657,44,19,41.93285982,-87.64473246
60638,23,8,41.79591839,-87.76178079
60649,5,3,41.76581642,-87.57614548
60653,4,2,41.80978115,-87.59421281
60657,44,19,41.93980098,-87.65416109
60661,27,12,41.88012878,-87.6471646
60614,32,19,41.92528231,-87.66661708
60647,1,14,41.91766694,-87.68853418
60620,18,8,41.75006036,-87.68269913
60620,18,8,41.75006036,-87.68269913
60617,10,4,41.70262669,-87.53601472
60602,42,1,41.8837646,-87.63227535
60617,10,4,41.68085614,-87.5399566
60625,40,20,41.97576,-87.69249406
60638,23,8,41.79205648,-87.80105899
60616,4,2,41.8326245,-87.6168411
60611,42,18,41.89479837,-87.61586665
60610,42,18,41.90401478,-87.63013572
60632,14,8,41.80777906,-87.72284695
60646,41,16,41.99592392,-87.78763799
60606,42,1,41.88457398,-87.63508283
60628,9,5,41.69322382,-87.62118667
60618,33,17,41.95381203,-87.7077171
60657,32,19,41.93956055,-87.67059269
60625,47,20,41.96869203,-87.68845932
60639,31,25,41.93152062,-87.75561299
60643,19,22,41.67798852,-87.68057984
60629,13,8,41.76458961,-87.7222396
60647,32,14,41.91060814,-87.67757728
60654,42,18,41.89645506,-87.63634743
60634,38,16,41.93865914,-87.76855864
60632,14,8,41.80777906,-87.72284695
60637,20,3,41.77929761,-87.61574988
60643,34,5,41.68495486,-87.64347112
60641,45,16,41.95467941,-87.74748532
60617,8,4,41.74072367,-87.58588005
60607,2,1,41.86714316,-87.63929317
60645,50,24,42.01801744,-87.69033737
60657,44,19,41.94010202,-87.64425441
60630,45,16,41.97530572,-87.76759302
60639,30,25,41.91071448,-87.72621042
60618,33,17,41.95381203,-87.7077171
60625,47,20,41.96869203,-87.68845932
60619,8,6,41.73911603,-87.60474482
60641,30,17,41.94450485,-87.73951111
60639,30,25,41.9169782,-87.73260544
60659,50,24,41.99349103,-87.68989167
60631,41,16,41.98466614,-87.82315865
60601,42,1,41.88452436,-87.62776455
60626,49,24,42.01632849,-87.67539827
60612,24,11,41.87358229,-87.70548813
60637,5,3,41.77230508,-87.58740138
60647,30,25,41.93191327,-87.72598057
60629,15,8,41.77842134,-87.70297606
60622,1,14,41.90665738,-87.67187112
60639,31,25,41.92411902,-87.74703214
60639,31,25,41.93152062,-87.75561299
60606,2,1,41.87813818,-87.637065
60610,42,18,41.90401478,-87.63013572
60647,1,14,41.91041094,-87.68889915
60610,42,18,41.90003788,-87.62814585
60618,35,17,41.93937033,-87.71356602
60618,33,17,41.95381203,-87.7077171
60609,3,9,41.80881504,-87.64568295
60647,1,14,41.91041094,-87.68889915
60660,48,20,41.98425875,-87.66086972
60613,46,19,41.95438385,-87.65419529
60657,44,19,41.94010202,-87.64425441
60620,18,6,41.73650146,-87.66322829
60649,5,3,41.76581642,-87.57614548
60610,42,18,41.90003788,-87.62814585
60605,2,1,41.86752386,-87.62738386
60609,12,9,41.80804133,-87.68456051
60609,3,2,41.79623488,-87.63040492
60639,30,25,41.91071448,-87.72621042
60603,42,1,41.87956244,-87.6283392
60641,45,16,41.95467941,-87.74748532
60611,42,18,41.89479837,-87.61586665
60620,18,8,41.75006036,-87.68269913
60606,2,1,41.87949547,-87.63382966
60649,8,4,41.75150394,-87.57532855
60605,2,1,41.86752386,-87.62738386
60603,42,1,41.8805885,-87.63070954
60651,29,25,41.90897892,-87.76600935
60618,35,17,41.93937033,-87.71356602
60601,42,1,41.88549078,-87.63082227
60609,12,9,41.80804133,-87.68456051
60640,46,19,41.96805305,-87.64947456
60603,42,1,41.8805885,-87.63070954
60643,34,5,41.68495486,-87.64347112
60609,11,9,41.830515,-87.67392407
60631,41,16,42.01152314,-87.81842224
60611,42,18,41.89641068,-87.6241333
60643,19,22,41.72108279,-87.66418596
60614,44,19,41.93284756,-87.64817036
60639,31,25,41.93152062,-87.75561299
60620,18,6,41.73650146,-87.66322829
